SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,0 Walter Dr,Bladenboro,NC,28320,25000,,,Not In Subdivision,,130680,,12,,,Active,,,https://www.redfin.com/NC/Fayetteville/Walter-Dr-28306/home/162757791,NCRMLS,100380973,N,Y,34.835968,-78.86038
MLS Listing,,Single Family Residential,405 Lancaster Rd,Fayetteville,NC,28303,190000,3,2.0,Cottinade,1713,17424,1968,12,111,,Active,,,https://www.redfin.com/NC/Fayetteville/405-Lancaster-Rd-28303/home/125525675,TMLS,2506499,N,Y,35.1025544,-78.9909865
MLS Listing,,Single Family Residential,2416 Thorngrove Ct,Fayetteville,NC,28303,729000,5,4.5,THE VILLAGE AT SYCAMORE,4665,,2012,13,156,46,Active,,,https://www.redfin.com/NC/Fayetteville/2416-Thorngrove-Ct-28303/home/125747058,LPRMLS,701872,N,Y,35.0751519,-78.9493742
MLS Listing,,Multi-Family (5+ Unit),122 Eastwood Ave,Fayetteville,NC,28301,750000,,,FAYETTEVILLE,,,1952,13,,,Active,,,https://www.redfin.com/NC/Fayetteville/122-Eastwood-Ave-28301/home/126477359,LPRMLS,702372,N,Y,35.095566,-78.8753653
MLS Listing,,Single Family Residential,5407 Seedling Rd,Fayetteville,NC,28311,444774,4,3.0,ELLIOT FARMS,2929,12197,2023,13,152,13,Active,,,https://www.redfin.com/NC/Fayetteville/5407-Seedling-RD-28311/home/185211723,LPRMLS,702396,N,Y,35.20147762,-78.86245886
MLS Listing,,Single Family Residential,5430 Seedling Rd,Fayetteville,NC,28311,461945,4,3.5,ELLIOT FARMS,3274,12197,2023,13,141,13,Active,,,https://www.redfin.com/NC/Fayetteville/5430-Seedling-RD-28311/home/185211642,LPRMLS,702395,N,Y,35.20325727,-78.8625125
MLS Listing,,Single Family Residential,332 Glee St,Hope Mills,NC,28348,362900,4,3.0,BRAXTON VILLAGE,2286,,2023,13,159,40,Active,,,https://www.redfin.com/NC/Hope-Mills/332-Glee-ST-Unknown/home/185211644,LPRMLS,702394,N,Y,35.060621,-78.869344
MLS Listing,,Single Family Residential,1807 Morganton Rd,Fayetteville,NC,28305,415000,4,3.0,HAYMOUNT,2762,16117,1920,13,150,,Active,,,https://www.redfin.com/NC/Fayetteville/1807-Morganton-Rd-28305/home/126303373,LPRMLS,702213,N,Y,35.0588862,-78.9092425
MLS Listing,,Single Family Residential,3212 Carnoustie Ct,Fayetteville,NC,28306,398000,4,2.5,AUTRY LAKES AT GATES FOUR,2542,5227,2023,13,157,50,Active,,,https://www.redfin.com/NC/Fayetteville/3212-Carnoustie-Ct-28306/home/184976042,LPRMLS,702291,N,Y,34.997561,-79.023186
MLS Listing,,Vacant Land,0 & 607 Monroe St,Spring Lake,NC,28390,200000,,,SPRING LAKE,,86684,,13,,,Active,,,https://www.redfin.com/NC/Spring-Lake/607-Monroe-St-28390/home/185211177,LPRMLS,702374,N,Y,35.1614013,-78.9692919
MLS Listing,,Single Family Residential,2601 Bardolino Dr,Fayetteville,NC,28306,390000,5,3.5,THE WOODS BRCH CK,2399,,2007,13,163,,Active,,,https://www.redfin.com/NC/Fayetteville/2601-Bardolino-Dr-28306/home/126542484,LPRMLS,702371,N,Y,34.9977842,-78.989688
MLS Listing,,Vacant Land,863 Ridge Rd,Fayetteville,NC,28311,35000,,,FAYETTEVILLE,,24829,,15,,,Active,,,https://www.redfin.com/NC/Fayetteville/863-Ridge-Rd-28311/home/125559431,LPRMLS,702348,N,Y,35.114739,-78.9164459
MLS Listing,,Single Family Residential,200 Sedberry St,Fayetteville,NC,28305,195900,2,1.0,,1000,,1933,15,196,,Active,,,https://www.redfin.com/NC/Fayetteville/200-Sedberry-St-28305/home/125783038,LPRMLS,702277,N,Y,35.0591748,-78.9162932
MLS Listing,,Vacant Land,6899 Deerhorn Ct,Fayetteville,NC,28314,8000,,,Cliffdale West,,17424,,16,,,Active,,,https://www.redfin.com/NC/Fayetteville/6899-Deerhorn-Ct-28314/home/127566549,TMLS,2506571,N,Y,35.05702,-79.059817
MLS Listing,,Vacant Land,562 Glensford Dr,Fayetteville,NC,28314,9000,,,Not in a Subdivision,,8712,,16,,,Active,,,https://www.redfin.com/NC/Fayetteville/562-Glensford-Dr-28314/home/127157912,TMLS,2506564,N,Y,35.0545202,-78.9622543
MLS Listing,,Single Family Residential,1516 Paisley Ave,Fayetteville,NC,28304,230000,3,2.0,ARRAN LAKES,1967,,1968,16,117,,Active,,,https://www.redfin.com/NC/Fayetteville/1516-Paisley-Ave-28304/home/125569989,LPRMLS,702288,N,Y,35.0308051,-78.9807652
MLS Listing,,Single Family Residential,6203 Timberland Dr,Fayetteville,NC,28314,160000,3,1.5,,,,1969,16,,,Active,,,https://www.redfin.com/NC/Fayetteville/6203-Timberland-Dr-28314/home/125369845,Triad MLS,1102035,N,Y,35.0522399,-78.9897764
MLS Listing,,Single Family Residential,521 Cedar Creek Rd,Fayetteville,NC,28312,850000,3,1.5,NOT IN SUBDIVISION,1700,,1946,16,500,,Active,,,https://www.redfin.com/NC/Fayetteville/521-Cedar-Creek-Rd-28312/home/125333901,LPRMLS,702276,N,Y,35.0380274,-78.846957
MLS Listing,,Single Family Residential,615 Foxlair Dr,Fayetteville,NC,28311,425000,3,3.0,Hunters Ridge,2442,54886,1997,16,174,,Active,,,https://www.redfin.com/NC/Fayetteville/615-Foxlair-Dr-28311/home/125255562,NCRMLS,100380035,N,Y,35.2163658,-78.8575728
MLS Listing,,Single Family Residential,6442 Greyfield Rd,Fayetteville,NC,28303,349000,4,2.0,COTTONADE,2511,,1963,17,139,,Active,,,https://www.redfin.com/NC/Fayetteville/6442-Greyfield-Rd-28303/home/126723680,LPRMLS,701715,N,Y,35.1063208,-78.9852267
MLS Listing,,Single Family Residential,6203 Vigilante Ct,Fayetteville,NC,28303,235000,4,2.0,PONDEROSA,1746,14375,1973,17,135,,Active,,,https://www.redfin.com/NC/Fayetteville/6203-Vigilante-Ct-28303/home/126729746,LPRMLS,702246,N,Y,35.0888824,-78.9946791
MLS Listing,,Single Family Residential,525 Rempstone Ln,Fayetteville,NC,28311,369500,4,3.5,Kings Grant,2460,10019,2019,17,150,99,Active,,,https://www.redfin.com/NC/Fayetteville/525-Rempstone-Ln-28311/home/169420690,NCRMLS,100380244,N,Y,35.1416612,-78.8868364
MLS Listing,,Multi-Family (2-4 Unit),1011 Arsenal Ave,Fayetteville,NC,28305,465000,,,Not in a Subdivision,2644,14810,1906,17,176,,Active,,,https://www.redfin.com/NC/Fayetteville/1011-Arsenal-Ave-28305/home/126668882,TMLS,2506283,N,Y,35.0547187,-78.8972174
MLS Listing,,Vacant Land,Lot 3B 3C 3D 3E Hughes Rd,Fayetteville,NC,28312,100000,,,Not in a Subdivision,,87120,,17,,,Active,,,https://www.redfin.com/NC/Fayetteville/Lot-3B-3C-3D-3E-Hughes-Rd-28312/home/185180255,TMLS,2506248,N,Y,35.034349,-78.837725
MLS Listing,,Single Family Residential,901 Cedar Creek Rd,Fayetteville,NC,28312,195900,3,2.0,CEDAR CREEK,1577,9148,1952,17,124,,Active,,,https://www.redfin.com/NC/Fayetteville/901-Cedar-Creek-Rd-28312/home/125538527,LPRMLS,701713,N,Y,35.0308398,-78.8441259
MLS Listing,,Single Family Residential,3829 Burlington Dr,Fayetteville,NC,28312,440750,5,3.5,CAPE FEAR CROSSINGS,3172,53579,2010,17,139,24,Active,,,https://www.redfin.com/NC/Fayetteville/3829-Burlington-Dr-28312/home/126542728,LPRMLS,702236,N,Y,35.0327689,-78.7851187
MLS Listing,,Single Family Residential,602 Hemphill Cir,Fayetteville,NC,28303,140000,3,2.0,COTTONADE,1783,15682,1975,17,79,,Active,,,https://www.redfin.com/NC/Fayetteville/602-Hemphill-Cir-28303/home/126105234,LPRMLS,695669,N,Y,35.1013824,-78.9776729
MLS Listing,,Single Family Residential,6020 Bartlett Ct,Fayetteville,NC,28314,195000,3,2.0,WATERS EDGE,1375,,1983,17,142,,Active,,,https://www.redfin.com/NC/Fayetteville/6020-Bartlett-Ct-28314/home/125664400,LPRMLS,702134,N,Y,35.0642598,-79.0013483
MLS Listing,,Single Family Residential,311 Cartwright Dr,Fayetteville,NC,28303,159500,3,1.5,PONDEROSA,1066,,1967,18,150,,Active,,,https://www.redfin.com/NC/Fayetteville/311-Cartwright-Dr-28303/home/126232016,LPRMLS,699998,N,Y,35.0864325,-78.9851402
MLS Listing,,Single Family Residential,7505 Paxton Dr,Fayetteville,NC,28303,215000,4,2.0,LAGRANGE,1967,,1966,18,109,,Active,,,https://www.redfin.com/NC/Fayetteville/7505-Paxton-Dr-28303/home/126805736,LPRMLS,701423,N,Y,35.0937696,-79.0119031
MLS Listing,,Vacant Land,1164 Acorn St,Fayetteville,NC,28303,10000,,,EUTAW,,13068,,19,,,Active,,,https://www.redfin.com/NC/Fayetteville/1164-Acorn-St-28303/home/184980633,LPRMLS,702116,N,Y,35.084797,-78.924828
MLS Listing,,Vacant Land,1160 Acorn St,Fayetteville,NC,28303,8000,,,EUTAW,,9583,,19,,,Active,,,https://www.redfin.com/NC/Fayetteville/1160-Acorn-St-28303/home/184980634,LPRMLS,702115,N,Y,35.084659,-78.924586
MLS Listing,,Single Family Residential,589 Castle Rising Rd,Fayetteville,NC,28314,419000,4,3.5,NEWCASTLE,2565,22651,1996,19,163,,Active,,,https://www.redfin.com/NC/Fayetteville/589-Castle-Rising-Rd-28314/home/126139413,LPRMLS,702111,N,Y,35.0607442,-78.9564662
MLS Listing,,Single Family Residential,2028 Lunsford (lt225) Dr,Fayetteville,NC,28314,337900,4,2.5,HIGHCROFT,2375,8276,2023,20,142,20,Active,,,https://www.redfin.com/NC/Fayetteville/2028-Lunsford-Dr-28314/home/185141362,LPRMLS,702080,N,Y,35.0403566,-79.0743884
MLS Listing,,Single Family Residential,2024 Lunsford (lt226) Dr,Fayetteville,NC,28314,333900,4,3.0,HIGHCROFT,2344,8276,2023,20,142,20,Active,,,https://www.redfin.com/NC/Fayetteville/2024-Lunsford-Dr-28314/home/185141361,LPRMLS,702081,N,Y,35.0403566,-79.0743884
MLS Listing,,Vacant Land,221 Woodcrest Rd,Fayetteville,NC,28305,115000,,,FOREST LKS,,10890,,20,,,Active,,,https://www.redfin.com/NC/Fayetteville/221-Woodcrest-Rd-28305/home/126442108,LPRMLS,702077,N,Y,35.0532377,-78.9023459
MLS Listing,,Single Family Residential,1898 Penrose Dr,Fayetteville,NC,28304,349900,4,2.5,WELLS PLACE,2640,,1992,20,133,,Active,,,https://www.redfin.com/NC/Fayetteville/1898-Penrose-Dr-28304/home/125739217,LPRMLS,701572,N,Y,35.0327246,-79.0131617
MLS Listing,,Single Family Residential,606 Hilliard Dr,Fayetteville,NC,28311,200000,3,2.0,HILLENDALE,1595,15682,1968,20,125,,Active,,,https://www.redfin.com/NC/Fayetteville/606-Hilliard-Dr-28311/home/126374709,LPRMLS,698856,N,Y,35.1098813,-78.8992733
MLS Listing,,Single Family Residential,2822 (Lot 8) John Hall Rd,Fayetteville,NC,28312,327950,4,2.5,JOHN HALL LANDING,2049,112820,2023,20,160,,Active,,,https://www.redfin.com/NC/Fayetteville/2822-John-Hall-Rd-28312/home/184969988,LPRMLS,702061,N,Y,34.971799,-78.744539
MLS Listing,,Single Family Residential,2834 (Lot 9) John Hall Rd,Fayetteville,NC,28312,299950,3,2.0,JOHN HALL LANDING,1850,87120,2023,20,162,,Active,,,https://www.redfin.com/NC/Fayetteville/2834-John-Hall-Rd-28312/home/184969987,LPRMLS,702054,N,Y,34.971521,-78.744669
MLS Listing,,Vacant Land,0 Gateway Dr,Hope Mills,NC,28348,12000,,,Cumberland,,19602,,21,,,Active,,,https://www.redfin.com/NC/Hope-Mills/Gateway-DR-Unknown/home/185131776,TMLS,2505486,N,Y,34.970132,-78.90598
MLS Listing,,Single Family Residential,717 Ashboro St,Fayetteville,NC,28311,225000,4,2.5,WOODCLIFT,1906,12197,1967,21,118,,Active,,,https://www.redfin.com/NC/Fayetteville/717-Ashboro-St-28311/home/126374495,LPRMLS,701656,N,Y,35.1109318,-78.8665436
MLS Listing,,Vacant Land,TBD Kellogg St,Fayetteville,NC,28301,33000,,,Not in a Subdivision,,98445,,22,,,Active,,,https://www.redfin.com/NC/Fayetteville/TBD-Kellogg-St-28301/home/185092928,TMLS,2504802,N,Y,35.081779,-78.874916
MLS Listing,,Single Family Residential,504 Albany St,Fayetteville,NC,28301,195000,4,2.0,Holly Springs,2072,16988,1956,23,94,,Active,,,https://www.redfin.com/NC/Fayetteville/504-Albany-St-28301/home/126631369,TMLS,2505159,N,Y,35.0839455,-78.8929066
MLS Listing,,Single Family Residential,5424 Birch Rd,Fayetteville,NC,28304,166900,3,1.0,LaFayette Village,1103,11325,1954,23,151,,Active,,,https://www.redfin.com/NC/Fayetteville/5424-Birch-Rd-28304/home/125404242,TMLS,2504131,N,Y,35.0320583,-78.9698535
MLS Listing,,Vacant Land,1538 Cedar Creek Rd + 3 Parcels,Fayetteville,NC,28312,799000,,,,,6800152,,24,,,Active,,,https://www.redfin.com/NC/Fayetteville/1538-Cedar-Creek-Rd-28312/home/126589752,LPRMLS,701899,N,Y,35.0156654,-78.8496885
MLS Listing,,Single Family Residential,3306 Memorial Dr,Fayetteville,NC,28311,420000,5,3.5,LIBERTY HILL,3354,8712,2013,24,125,35,Active,,,https://www.redfin.com/NC/Fayetteville/3306-Memorial-Dr-28311/home/52768549,LPRMLS,700011,N,Y,35.149207,-78.8926413
MLS Listing,,Single Family Residential,1530 Pierce St,Fayetteville,NC,28305,114900,2,1.0,SAVOY HGTS,730,6098,1949,25,157,,Active,,,https://www.redfin.com/NC/Fayetteville/1530-Pierce-St-28305/home/126733590,LPRMLS,701817,N,Y,35.0442868,-78.9030643
MLS Listing,,Vacant Land,1763 Tryon Dr,Fayetteville,NC,28303,20000,,,Briarcliff,,13504,,25,,,Active,,,https://www.redfin.com/NC/Fayetteville/1763-Tryon-Dr-28303/home/184979102,TMLS,2504533,N,Y,35.0915899,-78.936863
MLS Listing,,Single Family Residential,1318 Summitt Ave,Fayetteville,NC,28305,320000,3,2.5,Haymount,2282,8712,1985,25,140,,Active,,,https://www.redfin.com/NC/Fayetteville/1318-Summitt-Ave-28305/home/126257560,TMLS,2501015,N,Y,35.0597896,-78.9017215
MLS Listing,,Vacant Land,323 Lakeview Dr,Fayetteville,NC,28311,40000,,,,,22651,,27,,,Active,,,https://www.redfin.com/NC/Fayetteville/323-Lakeview-Dr-28311/home/163081483,LPRMLS,701530,N,Y,35.193804,-78.857175
MLS Listing,,Vacant Land,317 Lakeview Dr,Fayetteville,NC,28311,40000,,,,,22651,,27,,,Active,,,https://www.redfin.com/NC/Fayetteville/317-Lakeview-Dr-28311/home/163116636,LPRMLS,701526,N,Y,35.1937992,-78.856761
MLS Listing,,Single Family Residential,517 Deerpath Dr,Fayetteville,NC,28311,199000,4,2.5,College Lakes,1966,11325,1975,27,101,,Active,,,https://www.redfin.com/NC/Fayetteville/517-Deerpath-Dr-28311/home/125861003,TMLS,2501855,N,Y,35.1435739,-78.9014838
MLS Listing,,Single Family Residential,628 W Mountain Dr,Fayetteville,NC,28306,59000,2,1.0,CUMBERLAND,720,,1958,28,82,,Active,,,https://www.redfin.com/NC/Fayetteville/628-W-Mountain-Dr-28306/home/125454130,LPRMLS,701390,N,Y,35.0156861,-78.9124883
MLS Listing,,Single Family Residential,6626 Vaughn Rd,Fayetteville,NC,28304,250000,3,2.0,ROBINHILL,1570,,1975,29,159,,Active,,,https://www.redfin.com/NC/Fayetteville/6626-Vaughn-Rd-28304/home/125994507,LPRMLS,701705,N,Y,35.023605,-79.018262
MLS Listing,,Single Family Residential,914 W Rowan St,Fayetteville,NC,28301,324900,3,2.5,HAYMOUNT,1950,,2017,29,167,,Active,,,https://www.redfin.com/NC/Fayetteville/914-W-Rowan-St-28301/home/167991203,LPRMLS,701380,N,Y,35.061337,-78.8955152
MLS Listing,,Single Family Residential,957 Hollywood Blvd,Fayetteville,NC,28312,170000,3,2.0,FAYETTEVILLE,1860,28314,1961,30,91,,Active,,,https://www.redfin.com/NC/Fayetteville/957-Hollywood-Blvd-28312/home/126396329,LPRMLS,701682,N,Y,35.0638724,-78.8412062
MLS Listing,,Single Family Residential,7126 Haymarket Dr,Fayetteville,NC,28306,340000,3,2.0,Grays Creek,2164,72309,1999,30,157,,Active,,,https://www.redfin.com/NC/Fayetteville/7126-Haymarket-Rd-28306/home/126630790,TMLS,2503972,N,Y,34.8504054,-78.8751086
MLS Listing,,Single Family Residential,5835 Lake Villa Dr,Fayetteville,NC,28304,239900,3,2.0,ARRAN LAKES WES,1692,13068,1985,31,142,,Active,,,https://www.redfin.com/NC/Fayetteville/5835-Lake-Villa-Dr-28304/home/126259100,LPRMLS,699209,N,Y,35.0194959,-78.9974617
MLS Listing,,Single Family Residential,305 Wagoner Dr,Fayetteville,NC,28303,294200,3,2.0,HUNTINGTON PK (FAY),1845,,1980,31,159,,Active,,,https://www.redfin.com/NC/Fayetteville/305-Wagoner-Dr-28303/home/126140876,LPRMLS,701515,N,Y,35.074416,-78.9471426
MLS Listing,,Single Family Residential,6490 Chamblee Dr,Fayetteville,NC,28306,199900,4,2.0,MIDDLETON,1891,,1992,32,106,,Active,,,https://www.redfin.com/NC/Fayetteville/6490-Chamblee-Dr-28306/home/125818258,LPRMLS,701531,N,Y,34.9977183,-78.99967
MLS Listing,,Single Family Residential,3529 Dunkirk Ct,Fayetteville,NC,28306,438995,5,3.0,VILLAGE AT ROCKFISH,3521,,2013,32,125,35,Active,,,https://www.redfin.com/NC/Fayetteville/3529-Dunkirk-Ct-28306/home/125413511,LPRMLS,701512,N,Y,34.9512375,-78.8534593
MLS Listing,,Single Family Residential,5212 Chesapeake Rd,Fayetteville,NC,28311,180000,4,2.0,COLLEGE LAKES,1432,,1967,33,126,,Active,,,https://www.redfin.com/NC/Fayetteville/5212-Chesapeake-Rd-28311/home/126784262,LPRMLS,699977,N,Y,35.1355463,-78.8963553
MLS Listing,,Single Family Residential,837 Brighton Rd,Fayetteville,NC,28314,179900,3,1.5,MONTCLAIR,1464,14375,1963,33,123,,Active,,,https://www.redfin.com/NC/Fayetteville/837-Brighton-Rd-28314/home/125542482,LPRMLS,701484,N,Y,35.0466411,-78.958808
MLS Listing,,Single Family Residential,(Lot 87) 1326 Water Leaf Dr,Fayetteville,NC,28314,359900,3,2.5,LITTLE RIVER FARMS,2234,9148,2022,33,161,18,Active,,,https://www.redfin.com/NC/Fayetteville/1326-Water-Leaf-Dr-28314/home/184936837,LPRMLS,701473,N,Y,35.0550799,-79.0407649
MLS Listing,,Single Family Residential,(LOT 150) 4822 Quiet Pine Rd,Fayetteville,NC,28314,334900,4,2.5,LITTLE RIVER FARMS,1884,8276,2023,33,178,18,Active,,,https://www.redfin.com/NC/Fayetteville/4822-Quiet-Pine-Rd-28314/home/184936528,LPRMLS,701471,N,Y,35.053575,-79.039831
MLS Listing,,Single Family Residential,115 Brookwood Ave,Fayetteville,NC,28301,165000,3,1.5,Not in a Subdivision,1670,9583,1950,34,99,,Active,,,https://www.redfin.com/NC/Fayetteville/115-Brookwood-Ave-28301/home/126762309,TMLS,2503071,N,Y,35.0799017,-78.8803931
MLS Listing,,Single Family Residential,1009 Four Wood Dr,Fayetteville,NC,28312,489000,4,3.5,BAYWOOD,3011,,1997,34,162,,Active,,,https://www.redfin.com/NC/Fayetteville/1009-Four-Wood-Dr-28312/home/126506908,LPRMLS,701398,N,Y,35.0630841,-78.7533991
MLS Listing,,Single Family Residential,202 Hinsdale Ave,Fayetteville,NC,28303,475000,4,3.5,HAYMOUNT,3948,,1919,36,120,,Active,,,https://www.redfin.com/NC/Fayetteville/202-Hinsdale-Ave-28305/home/125845675,LPRMLS,700194,N,Y,35.0580794,-78.8942772
MLS Listing,,Single Family Residential,3512 Rolls Ave,Fayetteville,NC,28311,204900,3,2.5,Not in a Subdivision,1701,15246,1978,36,120,,Active,,,https://www.redfin.com/NC/Fayetteville/3512-Rolls-Ave-28311/home/126213706,TMLS,2502858,N,Y,35.1089918,-78.9066563
MLS Listing,,Single Family Residential,4034 Beaubien Dr,Fayetteville,NC,28306,335000,4,2.5,PARKERS RIDGE,2566,,2007,37,131,,Active,,,https://www.redfin.com/NC/Fayetteville/4034-Beaubien-Dr-28306/home/125411860,LPRMLS,699431,N,Y,35.0142507,-79.0297379
MLS Listing,,Vacant Land,Wilma St,Fayetteville,NC,28301,18000,,,ECCLES PARK,,13068,,37,,,Active,,,https://www.redfin.com/NC/Fayetteville/Wilma-St-28301/home/125273729,LPRMLS,701320,N,Y,35.089199,-78.898186
MLS Listing,,Vacant Land,692 Rehder Dr,Fayetteville,NC,28306,75000,,,ROCKFISH COVE,,65776,,38,,,Active,,,https://www.redfin.com/NC/Fayetteville/692-Rehder-Dr-28306/home/125343652,LPRMLS,701289,N,Y,34.959682,-78.895454
MLS Listing,,Single Family Residential,205 Nairn St,Fayetteville,NC,28311,424900,4,3.0,Currin Hill,2870,23086,2022,38,148,17,Active,,,https://www.redfin.com/NC/Fayetteville/205-Nairn-St-28311/home/179663150,TMLS,2502313,N,Y,35.198011,-78.868407
MLS Listing,,Vacant Land,Draper Rd,Fayetteville,NC,28312,45000,,,FAYETTEVILLE,,305791,,39,,,Active,,,https://www.redfin.com/NC/Fayetteville/Draper-Rd-28312/home/163158106,LPRMLS,700214,N,Y,35.03821,-78.827528
MLS Listing,,Single Family Residential,102 Summerchase Dr,Fayetteville,NC,28311,424000,3,3.0,FAIRFIELD FARMS,2092,,2000,39,203,10,Active,,,https://www.redfin.com/NC/Fayetteville/102-W-Summerchase-Dr-28311/home/126148275,LPRMLS,699678,N,Y,35.1602011,-78.8685327
MLS Listing,,Single Family Residential,2036 Lunsford (lt223) Dr,Fayetteville,NC,28314,357900,4,3.0,HIGHCROFT,2468,11761,2023,39,145,20,Active,,,https://www.redfin.com/NC/Fayetteville/2036-Lunsford-Dr-28314/home/184874669,LPRMLS,700182,N,Y,35.0403566,-79.0743884
MLS Listing,,Vacant Land,526 Edward St,Fayetteville,NC,28301,65000,,,,,8712,,40,,,Active,,,https://www.redfin.com/NC/Fayetteville/526-Edward-St-28301/home/125942857,LPRMLS,700177,N,Y,35.065767,-78.8864511
MLS Listing,,Single Family Residential,618 Bessemer Cir,Fayetteville,NC,28301,109900,2,2.5,BROADELL,1790,,1974,40,61,,Active,,,https://www.redfin.com/NC/Fayetteville/618-Bessemer-Cir-28301/home/126669125,LPRMLS,700169,N,Y,35.0936582,-78.8932971
MLS Listing,,Single Family Residential,826 Emeline Ave,Fayetteville,NC,28303,460000,4,3.0,TALLYWOOD,2820,,2023,40,163,,Active,,,https://www.redfin.com/NC/Fayetteville/826-Emeline-Ave-28303/home/184865264,LPRMLS,700158,N,Y,35.04754,-78.929651
MLS Listing,,Single Family Residential,4850 (Lot 41) Quiet Pine Rd,Fayetteville,NC,28314,324500,3,2.5,LITTLE RIVER FARMS,2030,8276,2023,40,160,18,Active,,,https://www.redfin.com/NC/Fayetteville/4850-Lot-41-Quiet-Pine-Rd-28314/home/184706843,LPRMLS,699549,N,Y,35.054388,-79.040228
MLS Listing,,Single Family Residential,1101 Brenda Dr,Fayetteville,NC,28311,115000,3,1.5,WESTAREA HT,975,,1964,40,118,,Active,,,https://www.redfin.com/NC/Fayetteville/1101-Brenda-Dr-28311/home/125565399,LPRMLS,700026,N,Y,35.1048249,-78.9268574
MLS Listing,,Single Family Residential,604 Langdon St,Fayetteville,NC,28301,155000,4,2.0,Not in a Subdivision,1725,12632,1950,40,90,,Active,,,https://www.redfin.com/NC/Fayetteville/604-Langdon-St-28301/home/125332967,TMLS,2497881,N,Y,35.0782996,-78.8936921
MLS Listing,,Single Family Residential,3739 Gainey (lot 6) Rd,Fayetteville,NC,28306,494000,4,3.5,Ardor Bluff,2705,87120,2023,41,183,,Active,,,https://www.redfin.com/NC/Fayetteville/3739-Gainey-lot-6-RD-28306/home/184839394,LPRMLS,699652,N,Y,34.96353,-78.804951
MLS Listing,,Single Family Residential,3775 Gainey (lot 3) Rd,Fayetteville,NC,28306,459000,4,3.5,Ardor Bluff,2671,87120,2023,41,172,,Active,,,https://www.redfin.com/NC/Fayetteville/3775-Gainey-lot-3-RD-28306/home/184835333,LPRMLS,699639,N,Y,34.963709,-78.803869
MLS Listing,,Single Family Residential,1709 Royal Gorge Rd,Fayetteville,NC,28304,899000,4,4.0,Not in a Subdivision,4584,29620,2000,41,196,75,Active,,,https://www.redfin.com/NC/Fayetteville/1709-Royal-Gorge-Rd-28304/home/126419083,TMLS,2501763,N,Y,35.0266703,-79.0605774
MLS Listing,,Single Family Residential,341 Peterson Pl,Fayetteville,NC,28301,277000,4,3.0,Summer Lakes,2156,20908,2003,42,128,,Active,,,https://www.redfin.com/NC/Fayetteville/341-Peterson-Pl-28301/home/126153472,TMLS,2499944,N,Y,35.0953507,-78.8847539
MLS Listing,,Single Family Residential,1900 Burnett Ave,Fayetteville,NC,28306,82500,2,1.0,NOT IN SUBDIVISION,780,18731,1920,44,106,,Active,,,https://www.redfin.com/NC/Fayetteville/1900-Burnett-Ave-28306/home/125270311,LPRMLS,699930,N,Y,35.0275167,-78.9014838
MLS Listing,,Single Family Residential,6327 Rannock Dr,Fayetteville,NC,28304,242000,3,2.5,Not in a Subdivision,1717,14810,1969,45,141,,Active,,,https://www.redfin.com/NC/Fayetteville/6327-Rannock-Dr-28304/home/126099156,TMLS,2501263,N,Y,35.0317981,-78.9865077
MLS Listing,,Single Family Residential,915 Carolina Ave,Fayetteville,NC,28301,319000,3,2.5,HAYMOUNT,2038,6098,2018,45,157,,Active,,,https://www.redfin.com/NC/Fayetteville/915-Carolina-Ave-28301/home/148118726,LPRMLS,699941,N,Y,35.0617198,-78.8954559
MLS Listing,,Single Family Residential,1337 S Pamalee Dr,Fayetteville,NC,28303,240000,3,2.0,PAMALEE,1865,,1965,45,129,,Active,,,https://www.redfin.com/NC/Fayetteville/1337-Pamalee-Dr-28303/home/125545902,LPRMLS,699935,N,Y,35.086882,-78.9358294
MLS Listing,,Single Family Residential,2001 Merrimac Dr,Fayetteville,NC,28304,320000,4,2.5,WELLS PLACE,2496,,1984,46,128,,Active,,,https://www.redfin.com/NC/Fayetteville/2001-Merrimac-Dr-28304/home/125667372,LPRMLS,699880,N,Y,35.0297697,-79.0103575
MLS Listing,,Vacant Land,453 Barlow Ave,Fayetteville,NC,28306,37900,,,Riverview Estates,,20473,,46,,,Active,,,https://www.redfin.com/NC/Fayetteville/453-Barlow-Ave-28306/home/126665055,TMLS,2500929,N,Y,34.972885,-78.899959
MLS Listing,,Single Family Residential,1714 Fordham Dr,Fayetteville,NC,28304,320000,4,2.5,Not in a Subdivision,1816,6098,2023,47,176,86,Active,,,https://www.redfin.com/NC/Fayetteville/1714-Fordham-Dr-28304/home/126523248,TMLS,2500832,N,Y,35.0389849,-78.9192659
MLS Listing,,Single Family Residential,1390 Edgecombe Ave,Fayetteville,NC,28301,123500,3,1.0,CHESTNUT HILLS,975,,1968,47,127,,Active,,,https://www.redfin.com/NC/Fayetteville/1390-Edgecombe-Ave-28301/home/125534628,LPRMLS,699840,N,Y,35.0774669,-78.8890538
